City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Atar,MR,2022-07-19 03:08:36,20.5169,-13.0499,90.5,38,7,6.96
277,Bajil,YE,2022-07-19 03:08:36,15.0584,43.2851,86.23,37,93,4.16
278,Bolotnoye,RU,2022-07-19 03:08:37,55.6717,84.3981,58.53,86,100,9.71
279,Sabang,ID,2022-07-19 03:08:37,5.8933,95.3214,83.01,71,96,15.7
280,Kahului,US,2022-07-19 03:08:38,20.8947,-156.47,84.22,58,40,26.46
281,Hobyo,SO,2022-07-19 03:08:38,5.3505,48.5268,74.64,83,100,23.91
282,Rassvet,RU,2022-07-19 03:08:39,46.8333,40.75,58.69,70,0,6.69
283,Lagoa Formosa,BR,2022-07-19 03:08:39,-18.7786,-46.4075,55.02,39,14,4.0
284,Algemesi,ES,2022-07-19 03:08:40,39.1833,-0.4333,77.61,78,0,3.33
285,Vozhega,RU,2022-07-19 03:08:40,60.4725,40.2213,53.51,98,100,6.8
286,Le Vauclin,MQ,2022-07-19 03:08:41,14.5452,-60.8388,79.84,83,75,9.22
287,Lavrentiya,RU,2022-07-19 03:08:41,65.5833,-171.0,37.54,90,99,21.14
288,Arona,ES,2022-07-19 03:08:42,28.0996,-16.681,73.9,52,0,12.66
289,Tambun,ID,2022-07-19 03:08:42,-6.2641,107.0712,90.48,65,9,2.8
290,Isangel,VU,2022-07-19 03:04:01,-19.55,169.2667,80.82,72,64,10.45
291,Roxana,CR,2022-07-19 03:08:43,10.2753,-83.7513,81.03,97,100,2.21
292,Agadir,MA,2022-07-19 03:08:43,30.4202,-9.5982,73.85,69,2,4.41
293,Jibuti,DJ,2022-07-19 03:08:44,11.5,42.5,85.05,36,98,9.19
